Feature,Importance,Importance Percentage,Contribution Range,"Ground Truth Correlation (Y, X)","Prediction Correlation (Y_hat, X)","Total Contribution Correlation (Y_shap, X)","Total Contribution Spearman Correlation (Y_shap, X)","Pure Main Effect Correlation (Y_pure, X)"
num__fe_signed_log1p_종업원평균급여,0.0005902179114113241,0.8813541298382059,0.0012383814853077373,-0.016771446874287922,-0.026241546645828128,-0.6479257362622601,-0.6788767015048164,
num__경매_거래량_천톤,0.0005805065167676277,0.8668524049494376,0.0012108079945340696,-0.041797967073061354,-0.08439514473471572,-0.5796608743165719,-0.6328201010018852,
num__변동성,0.000579363778995566,0.8651459900215674,0.0011426160260081472,0.010672947205116431,0.04018276428991838,-0.3088160829776463,-0.17284559853702072,
num__영업이익이자보상비율,0.000574316602059223,0.8576091969984055,0.0010758174241008083,-0.043004082243831274,-0.09756430241417782,-0.22890977549644675,-0.6356580475962167,
num__당기순이익지배기업지분_연결,0.0005669305148017575,0.8465797816217248,0.001072675028688799,-0.08717023378331071,-0.15062280740633974,-0.49385918042015114,-0.7386581816024351,
num__fe_감가상각부담,0.0005529842949698223,0.8257543234191497,0.0010828965101227124,0.03854539468196941,0.07318020772123991,0.31429175936507553,0.5670371953827972,
num__fe_signed_log1p_Scope1직접배출량_tCO2e,0.0005526671811423176,0.8252807871605977,0.0012194401917161911,0.030882837980655928,0.06329004621711587,0.0890454443958388,0.29704804593910505,
num__배출권_시장총수량,0.0005494599971760069,0.8204915986605407,0.001078619101173699,0.0035254739904362693,-0.0003684752262136865,-0.21522188914623325,-0.25024981185488687,
num__매입채무회전율,0.0005292045161633697,0.7902447161156531,0.0010350160679857292,-0.029988701365299554,-0.047191840075443185,-0.2622081173711528,0.5322755340738407,
num__평균근속월수,0.0005282168868631649,0.7887699198655643,0.0010665874236402344,0.03003958388293755,0.07119584127602742,0.39423248694849516,0.5567529945883454,
num__매출채권회전율,0.0005203934276178972,0.7770873904435924,0.0009894032608092802,-0.011109201991434892,-0.016891395588819833,0.3212671965867804,0.50701159378622,
num__경쟁_거래량_천톤,0.0004997783309453862,0.7463035049700301,0.0011224863382117026,-0.0013993141737742472,-0.002629703268213059,-0.5208154412472854,-0.635679107438412,
num__매출채권_연결,0.000497432267594848,0.7428002012191922,0.0009954508308908983,0.026405006246651548,0.040785879009983116,0.05699145878200366,0.15721197441626902,
num__총자본순이익율,0.000491477761258377,0.73390852130008,0.0020456118488070356,-0.19514365092029645,-0.3591437777321429,-0.6508069393505699,-0.3904107124362075,
num__fe_판관비율__lag1,0.0004874104774133434,0.7278349722858305,0.0009703296618585094,-0.0318745519166866,-0.07424313242800844,-0.08802051583362958,-0.2431685435816075,
num__당좌비율,0.0004826097268900742,0.7206661601942274,0.0010979637168194029,-0.06787976938657382,-0.1304847482725872,-0.5807823278218377,-0.17230058046222468,
num__매출액순이익율,0.0004622735133364429,0.6902987222459172,0.0011543518066512181,-0.13918173239088363,-0.2664160894921326,-0.21012082079166852,0.001614706999912416,
num__fe_재고자산비중__diff1,0.0004572955071451178,0.6828652197542808,0.0009141191247486081,0.00019325295885759831,0.0034958556538022163,-0.21934345429464136,-0.3935081406470797,
num__협의_평균가격_원_tCO2eq,0.0004522627960288975,0.6753500280923452,0.0009422135668119115,0.0022881065071533326,0.006045495709325451,0.5226349305093232,0.5927031932387407,
num__매출대비온실가스직접외부비용비율_pct,0.00045070996866832045,0.6730312390811852,0.0009151672739786288,0.0038774727745302284,0.002791373549584315,0.47182516204975616,0.5527850608302305,
num__KSIC대분류_EBITDA대매출액,0.0004452239202039858,0.6648390927958038,0.0009230236415446662,-0.023247397220906657,-0.04669988880561913,0.4739645264010603,0.4311533398140775,
num__fe_시장지배력,0.0004401167853785064,0.6572127665135099,0.000888416070734599,-0.0004164851669006971,-0.009891212769419516,0.11505585949619848,0.13157268522843374,
num__매출액총이익율,0.0004351273525371814,0.6497622009592775,0.0007936999528965213,-0.10941558897644289,-0.21403704678478785,-0.29926104883547294,-0.4647548733943124,
num__fe_자본집약도,0.00041620961735040356,0.6215129328301838,0.0008723142257469025,0.03170131409349473,0.057806100115643674,0.6693439260441768,0.7359244806062663,
num__노동소득분배율,0.0004112444648738352,0.6140986243927526,0.000824574629954931,0.050422415997422,0.0959905335970663,-0.3823388961798088,-0.44829202415405206,
num__fe_판관비율__diff1,0.0004084105503736795,0.609866827627473,0.0009058211921858241,0.07938265196857613,0.13656525482142895,0.4252510121963828,0.2792604546613741,
num__종업원평균급여,0.00040821993516462524,0.6095821878385717,0.0008221810898674481,-0.016137796503528666,-0.027871045377415585,-0.5101442882768877,-0.6380860082206876,
cat__Scope3자료출처_Estimate_derived_by_applying_revenue-based_intensity_factors_to_revenue_data,0.0004069560023949086,0.6076947961737474,0.0008671466067104102,-0.0361437749776854,-0.05699766526823976,-0.5027085857418481,-0.4411162287952753,
num__fe_Scope1_매출집약도,0.0004066437978771491,0.6072285908354115,0.0008219846299829425,0.003854977743458746,0.0035754858263378642,-0.13667414283127155,-0.22657184606935604,
num__fe_Scope1_2_매출집약도__lag1,0.0004039355453209658,0.6031844411596936,0.0008184174091536735,0.00359700372180056,-0.0010628626284674998,0.07518237196617782,0.16060033898907186,
num__Scope2사업장간접배출량_tCO2e,0.00040023354564272176,0.5976563596799598,0.0008005873462671776,0.005318412621170761,0.021776879162573932,0.3123979354839345,0.46617227974116493,
num__fe_유동자산_유동부채,0.00039982775082173503,0.5970503988400245,0.0012155168130451109,-0.06781366155086063,-0.12968380651279862,-0.6227376429702979,-0.5736729614802951,
num__종업원1인당인건비증가율,0.0003977136504420089,0.5938934782103055,0.0008288765245660797,0.012232839970514666,0.016783540334550564,0.023900675139481388,-0.18444137283313053,
num__Scope1직접배출량_tCO2e,0.0003909467861899007,0.5837887293720518,0.0007759957260127477,0.012993616201995673,0.018844667578408258,0.19862537333421354,0.6685297362505844,
num__사회등급,0.0003889887746292252,0.5808648913422201,0.000787699949582255,0.03788778547740785,0.05134376749718699,0.3896691105835196,0.3267426103241591,
num__자본집약도_종업원1인당,0.00038849646744887665,0.5801297442750772,0.0007982924238314823,0.006836241780067808,0.003947686205367722,0.15093132699111617,0.2096220827254585,
num__fe_signed_log1p_수익_연결,0.0003859849265078087,0.5763793379626444,0.0008054196636794647,0.02449013687356042,0.053889171909101544,0.5053794151512916,0.5831435427755893,
num__소계_평균가격_원_tCO2eq,0.0003829537858219143,0.5718530294417024,0.0007653956001051078,-0.003734662239322317,-0.005786474355047283,0.23800510990087537,0.39787641339696905,
num__fe_배출권_잠재탄소비용_원,0.0003806497563773327,0.5684124936209661,0.0007622247260876737,-0.004063158063676406,0.001623534303323807,0.1626258805897403,0.4536153281515381,
num__지배구조등급,0.0003798978457470243,0.5672896887611357,0.0007427978683143319,-0.004827943213694653,0.0018422994696557329,-0.050011579932409365,0.015548328380167054,
num__장외_거래량_천톤,0.00037488588851224326,0.5598054882276682,0.0007705306708564382,0.019612541244361376,0.026641142564334527,0.43639924455181356,0.5183818411531144,
num__fe_Scope2_매출집약도,0.0003689570646324432,0.5509521591257942,0.0008433179191944164,-0.004495508650647027,-0.014755823743624025,0.2853553637897578,0.49679683670004443,
num__경매_평균가격_원_tCO2eq,0.0003589301266063305,0.5359792430754924,0.0007328657805674077,-0.0058201528448906725,-0.005079334300551517,0.2756696648506416,0.3988769609145256,
num__EBITDA대금융비용,0.000346458083125239,0.5173551267668277,0.0006809454990089499,-0.033405030071780216,-0.0855166935492922,0.14133137902520668,0.24620304744428312,
num__fe_배출권_부족비율__lag1,0.00033814864754392026,0.5049469039314554,0.0006833019447768438,-0.005206714323479547,0.0018428750942085111,-0.2225124739767793,-0.28043351219795,
num__fe_signed_log1p_기부금_원__lag1,0.0003325197558752722,0.49654145431249674,0.0006736619283259527,-0.0005949399206293074,0.005707544168598056,-0.321482785870142,-0.4691517280461616,
num__비유동부채계_연결,0.0003319732672556976,0.49572539977999375,0.0007023693337240405,0.026525303494075586,0.04588609822586784,0.34463827352490045,0.7154859810410873,
num__유무형리스자산의증가_연결,0.00033003116481598535,0.4928253183478388,0.000647322876112602,0.015446748160601962,0.023602036332556354,0.24548667897073284,0.2628951479009187,
num__fe_재고자산비중__lag1,0.0003294301390754649,0.49192782522147793,0.0006476287225750297,0.01986030172192082,0.040632810972223224,-0.15030228358390305,-0.05568189900249408,
num__fe_시장지배력__diff1,0.0003265594372709644,0.48764109511381215,0.0006547136287374555,-0.011388999420243778,-0.040304421089801076,0.0483051613024089,-0.22869132021710867,
num__장외_거래대금_억원,0.00032345620579132795,0.48300713564301007,0.0006307041494188952,0.01851497461489153,0.02714754352813583,0.37906269434261325,0.3371811768715671,
num__상장주식수_보통주,0.0003230601958416583,0.4824157862484047,0.000686188065461971,0.022805275241344486,0.052063808462499674,0.12090612588757312,-0.5977817841972448,
num__무형자산계_연결,0.0003207042728556763,0.478897759409282,0.0006809208925403008,0.012263264649266591,0.009462918808726456,-0.08069988401192077,0.15557046054258433,
num__배출권_인증배출량_tCO2eq,0.0003194843311945833,0.47707605830469335,0.0006356333408146263,0.004063928921481677,0.009634553148241558,0.22077470006160088,0.6585636389938068,
num__부채총계_연결,0.000318628314997561,0.47579779582592524,0.0007098124280222457,0.03133560247689088,0.05563055691666708,0.27893445042421966,0.6059975879824429,
num__기말종가수정,0.00031655707967995623,0.47270488426606994,0.0006445182706296555,-0.03156675894380585,-0.06514720406744332,0.5502953978529938,0.7038446430316848,
num__fe_유무형리스증가_자산,0.000314804708251943,0.4700881222782867,0.0006301896531490786,-0.0195084006409798,-0.03246104214436344,0.13575306156131564,0.19565437989292458,
num__배출권_사전할당량,0.00031179533941304787,0.4655943249822603,0.0006203959591703212,0.004396187046009898,0.010108663199913819,0.20428015761324922,0.5617905137388802,
num__영업활동으로인한현금흐름_연결,0.0003081287290429382,0.46011908926046313,0.0006180265900601663,-0.013020451366891634,-0.02209218148298506,0.3819488587361356,0.36178331620353876,
num__부채비율,0.00030665199306369905,0.457913925152734,0.0007210294165432125,0.08230412926577803,0.15824190256268644,0.296812296696594,0.4138241015481522,
num__fe_배출권_부족여부,0.00030466844189102693,0.4549519496111927,0.0006098202235506002,0.011892540268685522,0.020078659407288913,0.08651599486665529,0.30394660770901305,
num__재고자산계_연결,0.0003042005716826466,0.4542532935175505,0.0006176976670162846,0.01091261721384036,0.024059142248395744,-0.17351550372447141,-0.44210186613174335,
missing__missingindicator_fe_운영탄소집약도_변화,0.00029836918303396666,0.4455454614290323,0.0007333712171738263,0.028220708710067346,0.03585545459320612,0.7999034522379428,0.6488496789547534,
num__환경등급,0.0002917097135262837,0.43560108183693685,0.0005723644705516442,0.031483562018245,0.047239080483756794,0.34470734781024703,0.30609176113414116,
num__fe_signed_log1p_자산총계_연결,0.0002844622838010452,0.424778719459324,0.0005931113470113127,0.0110558340359718,0.024001046296111706,-0.2883212590384411,-0.4328865078975325,
num__소계_거래대금_억원,0.00028335787648026047,0.423129542207367,0.0005884790255423506,0.002184404178501392,-0.000547197913851594,-0.3420604318648644,-0.43205550161641143,
num__KSIC중분류_EBITDA대매출액,0.0002812520486844902,0.41998497477109215,0.0006005475676940724,-0.03786373938260364,-0.07551767305683314,0.11997679447031787,-0.194345255004482,
num__fe_재고자산비중,0.00027323825522703615,0.40801822516414005,0.0005453464201683658,0.02049356793553059,0.04121904100092451,-0.14916573526747542,-0.3931127947193358,
num__매출원가_연결,0.00027060951257961113,0.40409280517298823,0.0005422058861426823,0.03039627264339411,0.05672390757363518,0.030554383069126573,0.1550436069063807,
num__fe_Scope1_2_매출집약도__diff1,0.0002697188987711533,0.40276287915244735,0.0005395017722208171,0.016059558337405754,0.027900601037063363,-0.024536521440923158,-0.16795211955177058,
num__기말종가,0.00026424655513114856,0.3945911978568406,0.0006225718013259043,-0.027913192207407747,-0.051625063396329246,0.30148139909394234,0.6086661999061362,
missing__missingindicator_종업원1인당인건비,0.0002622408395418712,0.39159612487834783,0.0005570666665368973,0.009489293854039498,0.01339549303524043,0.4834171479780958,0.6937969321220483,
num__노동생산성__diff1,0.0002597241257288766,0.3878379940764552,0.0005173049610045572,-0.017801190644069848,-0.04882158183242431,0.13078139923064228,0.1755355785246816,
num__유동비율,0.00025186030248821494,0.37609519035011296,0.0006313554781391081,-0.06614670961740676,-0.12770142338296528,-0.44543619424047504,-0.4150065300541452,
num__fe_signed_log1p_Scope3협력사간접배출량_tCO2e,0.00024931106195747333,0.3722884884078632,0.0005172292246940003,0.03813114007168314,0.08158955696913014,0.4017171582187559,0.35066512333702493,
num__현금및현금성자산_연결,0.00024349697347121824,0.36360649011616014,0.0005364091085608407,0.009748715446082691,0.010068155793866801,0.05869512368537841,0.1498175816549832,
cat__NICS산업분류_N45301.반도체_및_반도체장비,0.00023875980301122854,0.3565326201641691,0.0011623859426618235,-0.010403510912514478,-0.030922956978973418,0.810457022196499,0.38118054790379047,
num__fe_Scope3_매출집약도,0.00023770359641863401,0.35495541956698695,0.0004753501116026564,0.014758806238474613,0.04515998568580135,0.06676628982148353,0.18325463504950168,
missing__missingindicator_ESG등급,0.00023698773753999023,0.3538864496715032,0.00047395875006747375,-0.0022043870180908803,-0.004612162210279676,-0.21303085701194518,-0.2645003943278332,
num__이자비용_연결,0.00023309022098815324,0.3480664088990021,0.00047397938738399047,0.03885082650773611,0.0716599753135692,-0.075193098555693,-0.09917733836537578,
num__총수익_연결,0.00023068814386842908,0.3444794615212169,0.00046751299220787934,0.02168955280056423,0.042126194520213656,-0.6068383943310287,-0.6614115018795717,
num__fe_Scope1_2_tCO2e,0.0002253899681789391,0.3365678598326565,0.0004534613297374497,0.012355703302352994,0.021962921360414313,0.07507962320313383,-0.33869622592404863,
num__매입채무_연결,0.00022526362733966065,0.3363791989697576,0.000474153653515169,0.030422160737006976,0.0572972290877909,-0.2982231434860559,0.20007188598754583,
num__경쟁_거래대금_억원,0.00022418717964432403,0.3347717729606567,0.0004935055738501562,-0.009261034255307683,-0.016843087807376617,-0.02121111367577212,-0.060255870983014805,
num__fe_배출권_부족량,0.00021945699199565227,0.3277083302245701,0.0004442402540369375,-0.007222599327324802,-0.015396949919228901,-0.06539898326471438,-0.32193844758018336,
num__배출권_에너지사용량_TJ,0.00021635029571066123,0.3230691968672266,0.00047419286520822805,0.0021752253627054423,0.014512782533240254,-0.05017102781009867,-0.3437049322498541,
missing__missingindicator_부가가치(종업원1인당),0.00021538874055731123,0.3216333363331981,0.0004261565361924545,0.010065318637026326,0.0064526800647102586,0.46201388371061564,0.5967154395147529,
num__자본총계_연결,0.00021381476649608402,0.31928296960880703,0.0004299027236836447,0.003306575932006702,0.0051059457783085935,0.3988031528367121,0.5124978817677821,
num__fe_부채_자산,0.00021376059207085175,0.3192020726172266,0.00041531371765312714,0.08381593434837688,0.1617556387993251,0.3158168253489352,0.4910022840914697,
num__장외_평균가격_원_tCO2eq,0.00021235947784237018,0.31710983212812577,0.00042466994423769424,-0.002562598467841482,-0.004133521548429463,0.17265555443865846,0.2901654418664858,
num__비유동자산계_연결,0.00020760684880413548,0.31001287835994706,0.00041722850416967537,0.021416954287603363,0.03513446858817538,-0.0021980516213368803,0.14533271586344304,
num__매출총이익손실_연결,0.00020554722777807742,0.30693731006199887,0.0004200958254724157,-0.014214395706474633,-0.023396205748153407,-0.02854529775564781,0.4050834919731798,
num__feature_year,0.00020227667583435296,0.30205349612358534,0.0004116025393130403,-0.032876266809858015,-0.06393678028289976,-0.23352998929609442,-0.17063377926502302,
num__배출권_차입량,0.00020099324348338987,0.30013698633792935,0.00039731583303885944,0.01376707747068285,0.013717068775335217,0.07853534190430146,0.3013218697702631,
num__지배기업소유주지분_연결,0.00019844807505310324,0.2963363651371883,0.00039431486627992225,0.0020712540295009935,0.0028754296155591975,0.21530051375765943,0.30319517649870736,
num__사회등급__lag1,0.0001975450714080666,0.2949879377573602,0.0004012896618053459,0.01724597301545808,0.029025129888468355,-0.011061650172193425,-0.02468639482385801,
num__매출대비온실가스직접외부비용비율_pct__lag1,0.00019734973642746692,0.2946962500797672,0.0003958605238571553,0.005462088181125992,0.0036849155639196427,-0.08706701869427272,0.04043863596721465,
num__fe_배출권_부족비율,0.000197291340878177,0.29460904981434693,0.0005419618953956685,0.00583652950415637,0.008385140937938292,0.01253178956048523,-0.19180711498560127,
num__배출권_이월량,0.00019126624150332956,0.285611955497081,0.000386628784481907,-0.019170321404082143,-0.007282504584561694,-0.343545947802964,-0.08278470822444604,
num__법인세비용차감전계속영업이익손실_연결,0.000187722453264232,0.28032012626009256,0.00036886660812189467,-0.07967969036254996,-0.1358446078607558,-0.2335364036387792,-0.5905680839827019,
num__유동부채계_연결,0.00018591643710442565,0.2776232582555386,0.00036841103997331624,0.03455882917415757,0.062295208428185485,-0.18038737792098597,-0.3894985259730535,
num__노동생산성,0.00018498257050900897,0.27622874418764065,0.00036995933496519,-0.05181832321430141,-0.09508217732421256,-0.13407097401874607,-0.21790297932418723,
num__fe_시장지배력__lag1,0.00018468155227117035,0.2757792429747051,0.0004024000800761557,0.0018589269800523217,-0.0055665031939512765,-0.03544899743260171,0.31830524741344113,
num__fe_Scope1_2_매출집약도,0.00017662572363363364,0.2637497235350386,0.000353810434826476,0.001395875006459895,0.0007026204838295525,-0.03292425218561087,-0.009226390937735559,
num__Scope3협력사간접배출량_tCO2e,0.00017487502239349335,0.2611354555870854,0.00035440289011359717,0.012792853527193093,0.03171465570237349,-0.020321875552463255,-0.08296993207588634,
num__자본금_연결,0.00016200113999060336,0.24191128566024098,0.0003394530726211232,0.03751536443824096,0.07519079919220492,-0.3318922953926492,-0.46288322753104794,
num__fe_signed_log1p_평균시가총액,0.00016103365263712635,0.24046656675546524,0.0003200456743030466,-0.04463249968045417,-0.08249053049872664,-0.18493724735399544,-0.1205465598348672,
num__fe_Scope3_매출집약도__lag1,0.0001595353852194708,0.23822925041751278,0.0003262664703887381,0.017574272641184795,0.03923233413231854,-0.3464321513267982,-0.392622673711391,
cat__KSIC세분류_11차_C21100.기초_의약_물질_제조업,0.000157733856877262,0.23553908393200304,0.012049114067013068,0.024141677466290628,0.022215643826528443,0.7319052495662242,0.9999178028555351,
num__기부금_원,0.0001534220389678595,0.22910037977191552,0.0002989144494382311,0.0018563514942381016,0.0037730408760269355,-0.0005913629743922716,0.11842101109231234,
num__기말시가총액_보통주우선주,0.00015119413793468698,0.22577352415046864,0.0003037538887802774,-0.010156167628045467,-0.025816777444504047,-0.017008216973868135,-0.35540241837703046,
num__종업원1인당인건비,0.00014407377980394487,0.21514091384989245,0.00029831326082923465,0.0034183679101985167,0.009152850707090206,-0.19483622332405565,-0.49867710229771284,
num__EBITDA,0.00014344582697136424,0.21420321133080905,0.000289057183579281,-0.03701703516076866,-0.056192998669026266,-0.4314131077896723,-0.07240217130035664,
num__매출대비온실가스직접외부비용비율_pct__diff1,0.00013878781150949204,0.2072475410863148,0.00036655459749959017,0.014924283648052056,0.019897363672550527,0.14208764846505403,0.10334942132049207,
cat__KSIC대분류_11차_C00000.제조업(10~34),0.00012957331193783837,0.19348781422128303,0.00025880221942980737,0.0017641903223446268,0.007697469714144161,-0.28860539758561937,-0.42696951095917596,
num__fe_배출권_잠재탄소비용_원__lag1,0.00012511895034189184,0.18683625398822834,0.0002506994294399844,-0.006378870574625266,-0.004391024697430432,0.16737565010403574,0.3308662427414523,
cat__Scope1보고추정구분_보고값,0.00011779946183446064,0.17590628846261078,0.0005702755636651392,0.02373539887977719,0.028786604701335605,0.633908133092385,0.4061161284500266,
cat__KSIC중분류_11차_C31000.기타_운송장비_제조업,0.00011490509266438319,0.17158421661083606,0.01070750989513516,-0.012472731607657831,-0.003118089045041876,-0.735779470225273,-0.855776344696247,
num__fe_배출권_부담,0.00010999485308134141,0.1642519078968212,0.00025948638487954275,0.0006286269784023569,-0.01847220283354436,0.4331186260256933,0.09201864668764426,
num__연간급여총액,0.00010827176036936053,0.1616788669090154,0.00021916643869312335,0.016541130052616662,0.03736755700751603,0.08976707514827244,-0.029209654112100397,
num__유형자산_투자부동산감가상각비_연결,0.00010434143784547874,0.15580983799436213,0.0004093557844592542,0.016064393237763146,0.02902467275179571,0.2864312673671484,-0.007403947168912508,
num__판매비와관리비_연결,9.984011231075075e-05,0.14908814796585687,0.00018319035711130072,0.013653719040444547,0.016810640763851716,0.3245309750797197,0.3349818157680628,
num__총매출_백만USD,9.583486266630526e-05,0.1431072327023332,0.00019746241128204577,0.022516265251107614,0.04385148998657359,0.07195503598548561,0.3342426097532118,
cat__Scope2사업장간접보고추정구분_추정치,9.337718902024833e-05,0.13943726475343232,0.00024056776257344066,-0.017645894677376775,-0.02798164329043097,-0.27885688109568657,-0.35083673049873937,
num__재고자산회전율2,9.24785445742728e-05,0.13809534683057087,0.00047650175807804435,-0.004725857977698291,-0.006268577182657592,0.04933019200087434,0.23118125991591842,
cat__기부금_출처_xml_table,9.100369652185916e-05,0.13589300190550688,0.0012411402209469332,-0.01597146169941672,-0.01812389964212362,0.08887932656383059,0.4768653072716637,
num__기말발행주식수_보통주,8.870743149561202e-05,0.13246406045022877,0.00018010726441349762,0.019678777140501393,0.0488353230609645,0.15470558716368424,-0.24405964845223177,
missing__missingindicator_재고자산계_연결,8.280779500635427e-05,0.12365431597480597,0.0002001144344327656,0.01142667102579634,0.008979946267722978,0.6437684093592294,0.24988390630206944,
cat__Trucost산업_Pharmaceuticals,8.252182214855241e-05,0.12322728156196916,0.0006706647101962734,-0.0092278992291826,-0.011137756868614243,-0.8176265099995138,-0.4154784213754523,
cat__Trucost산업_Entertainment,7.999581166716047e-05,0.11945526833304859,0.0002603689120067589,-0.002074707061741466,-0.0023864987694401495,0.5418713132544886,0.21009262134725631,
cat__KSIC중분류_11차_C26000.전자_부품__컴퓨터__영상__음향_및_통신장비_제조업,7.44070207410159e-05,0.1111096999110712,0.0002278282525223767,0.01270269433536517,0.022344724928853726,0.17499550889901075,0.05626425133884776,
missing__missingindicator_KSIC대분류_EBITDA대매출액,7.432076099806836e-05,0.11098089090813225,0.00016330105674049915,0.0016709092218964278,0.01681673077812855,-0.41313868025439104,-0.312021747043603,
cat__KSIC소분류_11차_C21100.기초_의약_물질_제조업,7.344883077992712e-05,0.10967886451443652,0.007330285061481752,0.024141677466290628,0.022215643826528443,0.7212780837312981,0.8889835129768915,
cat__Trucost산업_Hotels__Restaurants_and_Leisure,7.331018193612776e-05,0.10947182448952833,0.008146405098696564,-0.03636571181521467,-0.05479111221550175,-0.5592927987425705,-0.5978360193005472,
num__fe_배출권_잠재탄소비용_원__diff1,7.218599170794996e-05,0.10779310603457828,0.00020666889377982394,-0.005204618033006566,0.005547807835793013,0.32670445298638456,0.17388114335402713,
cat__NICS산업분류_N45100.소프트웨어_및_IT서비스,7.152021811045787e-05,0.10679892693844788,0.0070539704021180755,-0.037782411215731344,-0.059706242938250664,-0.2617286469289956,-0.06094033208876821,
num__소계_거래량_천톤,6.983615281568665e-05,0.1042841643841996,0.00015305140169957713,0.002995267576244638,0.0009646452555460981,0.014562480044156516,0.24029162002235474,
num__부가가치(종업원1인당),6.6181392071421e-05,0.09882662334172816,0.00028988288219017707,-0.05311007485527178,-0.09896635255425573,-0.5882652435221135,-0.2691562665735239,
num__온실가스직접외부비용_백만USD,6.39524183086153e-05,0.09549816584633924,0.00018808656547515695,0.01225161717635051,0.01702459960552655,-0.17608477760998834,0.1765476121943227,
cat__NICS산업분류_N25301.호텔__레스토랑__레저,6.159962442407064e-05,0.09198481159749405,0.006809199428975577,-0.033121723696181056,-0.039374806391029075,-0.6067535421536189,-0.5251763011281095,
cat__NICS산업분류_N35202.제약,6.088260885530871e-05,0.09091411445247602,0.001394918871249805,-0.019368820445797234,-0.02140040139482543,-0.6283097172544415,-0.7003578286872117,
cat__KSIC세분류_11차_C29270.반도체_및_디스플레이_제조용_기계_제조업,6.070095973053428e-05,0.09064286343957703,0.00015364295033544663,-0.018574782221099675,-0.04150129915065017,-0.04664008479595725,-0.003071826780104235,
